,target,text
5599,1,freemsgfeelin you kinda lnly hope u kiss like company jst u got u cam with moby drunk wanna bitch c pictxt reply friday date 14 hlp stop
3565,0,celebrate nys family 
4416,0,yeah able to ill text im ready meet
5443,1,won guaranteed award maybe cash claim ur award free legitimat efreefone number wat u think
2646,0,sorry ill later
4682,0,staying town 
2803,0,smile right world wonder smiling think crazy away grins
6820,1,failed msg internet mobile network content activation order resent previous installation attempt failed internet network error queries failed customersqueriesnetvisionukcom
1636,0,come life brought sun shiny me warming heart putting constant smile face making feel loved cared
5812,1,the important customer service website announcement freephone information now
6115,1,would check to choose the babe data videos in smsshsexnetun page fgkslpopw channel fgkslpo
4159,0,certainly puts things perspective like happens
5449,1,latest news police station toilet stolen cops on
4249,1,accordingly repeat text word ok mobile phone send
4425,0,update face book status frequently 
7240,1,refused loan if secured money unsecured money cant credit free text help loan will
3768,0,sir goodmorning free me
4052,0,motivate darkness shining light waiting find it best friend trust love bslvyl
6740,1,guess what somebody know and secretly keeps fancies and you wanna never find is landline
1777,1,freephone now
3984,0,nationwide auto centre or like that newport road liked
160,1,winner u specially selected receive cash holiday flights inc speak live operator claim 
6614,1,2 december only samsung mobile entitled update latest available colour camera mobile os free mobile update co os free
7037,1,hi ya ladies babe x x u what bout me some scammers love getting paid smartthough a regular vodafone have no respond notice prem rate and msgsubscription nos also beware
3864,1,oh god ive found number again im glad text xafter msgs cst std ntwk chg 
7442,1,customer service association representative won 2nd guaranteed prize cash prize
6496,1,private yahoo account exchange statement with xxxxxx id shows an unredeemed s i m points per identifier code when expires
718,0,book lesson msg me work sth im going specs membership 
3091,0,going bath ill place key window
1756,0,gooddhanush rocks again
5138,0,yup havent before want yoga book
1929,1, tells u claim prize u enter ur mobile personal details prompts careful
5583,1,celebrity urgent care mobile phone awarded bonus caller prize final attempt contact u
5538,0,cant believe attached seeing day know best babe teach class midnight
4869,0,watching cartoon listening music amp eve temple amp church u
2323,0,stalking u
5661,1,can donate unicefs asian assisted tsunami disaster support fund can texting donate fund added bill
508,0,know now hows anthony bringing money ive school fees pay rent stuff like that thats need help friend need
7077,1,future bloomberg message center wait times apply against future bloombergcom
4070,0,hope youre having fun me u tomorrow love jess x
871,0,officially philosophical hole u wanna home ready saved
2609,0,hello madam 
4048,1,thanks ringtone order reference number mobile charged tone arrive customer services 
5348,0,i thought box
814,0,borrow ur bag ok
5275,0,oh yeah clearly its fault
2182,0,ok
5816,1,of xmas prize draws for trying contact u 1 todays draw shows won prize guaranteed of land reference line stays valid
3079,0,okay thought expert
336,0,tadaaaaa home babe 
6882,1,got new message
6600,1,chief customer service representative jim freephone won guaranteed prize cash prize
3741,0,da vijay going talk jaya tv
6226,1,urgent landline complimentary as lux costa del sol one holiday post cash with await a collection ppm to sae tcs james
4718,0,k do addie amp art ill home
4443,0,dear denying words
7345,1,with ve won every costa del sol holiday 2004 await 2009 collection 2012 toclaim sae tc s stockport
2518,0,sorry ill later
1324,0,thk shd ok said plus minus leave line paragraphs
5339,0,youd like wouldnt you jerk
1578,0,remember hurt days satanic imposter meneed pay priceso itmay destiny going u said pray mind same
1665,0,v ma fan
4371,1,want new video handset time network mins unlimited text camcorder reply del sat
3406,0,jus chillaxin
5294,1,xmas iscoming ur awarded cd gift vouchers free entry r weekly draw txt music tnc 
7435,1,now free dj ringtone waiting collected files simply text password mix verify usher x britney jean fml po box
2616,0, only wed ltgt aha
6034,1,hi lucy high hubby meetins hot day fri b hot hotel u fancy c cumin over you pls leave 1 msg lucy song x
5813,1,guess out what somebody know but secretly fancies and you might wanna find is landline
935,1,dear matthew landline complimentary tenerife holiday cash await collection sae tcs 
6303,1,seasonal free ringtone week sub daily weekly ringtoneget week week freesend sub subpoly 10 weekstop
689,0,thanks love torch bold
1414,1,dear uve invited xchat final attempt contact u txt chat ldn yrs
3605,0,hey morning come ask pa
7534,1,app sms services inclusive app text credits pls goto mobile wwwcomuknet sms login information unsubscribe stop caller extra fees charge one help
5710,1,additional registered subscribers u mobile enter to draw from gb gift voucher replying application enter for unsubscribe text stop
1431,0,dont look building coat dont want sick hurry home wear coat gym
975,0,eh u send wrongly lar
6049,1,national urgent mobile number awarded prize claim guaranteed land line rights claim valid
2750,0,said now problem can let know
1875,1,like xxx pics hot nearly banned uk
6471,1,contract service mobile mnths present latest motorola nokia etc free double mins text orange calling tariffs text a yes for callback date remove lost records
2655,0,sarcasm nt scarcasim
3262,0,yup im having coffee wif frens fren drove shell lift
233,0,sorry battery died yeah im
1694,0, message r u leaving congrats dear school wat r ur plans
248,0,kallis wont bat innings
5,1,freemsg hey darling its weeks word back id like fun still tb ok xxx std chgs send rcv
3044,0,bill thats bad
6345,1,free tones hope we enjoyed all new content via text stop or unsubscribe if provided
4340,0,got outta class gonna gym
2114,0,yeah dont bed ill midnight
7471,1,free arcade game club rayman golf live free games free arcade ur games cheat settings reply post save press key access arcade termsapply
6522,1,discount discount rate code change stop end messages demand reply stop wwwregalportfoliocouk customer services
678,0,piggy r u awake bet ure sleeping im going lunch now
1055,0,hiya comin bristol st week april les got rudi new yrs eve snoringthey drunk u bak college yet work sends ink bath
5878,1,ve won 2007 costa grande del sol holiday await collection toclaim sae or tc s or stockport
2279,0,hmmbad newshype park plaza studio takenonly left 
1211,0,guessin aint gonna 
1662,0,arent coming home class right need work shower
6988,1,phones double 3 mins double 2 txt brand price changes linerental latest orange bluetooth mobiles latest service offers
4759,1,urgent mobile number awarded prize guaranteed land line claim valid 
5153,0,havent left probably gonna til dinner
1735,0,think were going finns now come
717,1, urgent attempt contact uu won callcost mobilesvary 
3959,0,kiss feel me
3773,0,uncle timi help clearing cars
373,0,im going bath msg ltgt min
428,0,pain urination thing else
4325,0,having number sir
4469,0,better thanks lol
3482,0,wherres boytoy 
1396,0,thats cool gentleman treat dignity respect
684,1,hi im sue years old work lapdancer love sex text live im bedroom now text sue textoperator 
4668,0,send print outs da
6338,1,ur won chance win cash in wk txt comes action to tscs by wwwmovietriviatv and custcare
7381,1,final win meetgreet westlife and u of currently tour route text win cost std text
1947,0,hey jazz power yoga hip hop kb yogasana
7132,1,boltblue tones slow reply poly mono eg cha pu cha mic slide play yeah okay slow jamz toxic sounds come out stop tones txt
3163,0,cant describe lucky im actually awake noon
5092,0,fri ah okie lorgoin drivin den shoppin tt
5775,1,me congrats my year o special cinema night pass time yours now c suprman v etc free dont we miss out
1888,1,urgent landline abta complimentary tenerife holiday cash await collection sae tcs box 
3217,1,urgent trying contact u todays draw shows won prize guaranteed land line claim valid 
56,1,congrats year special cinema pass yours now c suprman v etc free dont miss out
5351,0,yup its paragon havent decided cut yet hee
3022,0,film ill later
7537,1,voucher for wc and marsms log discount and credit opt reply stop payment customer care
2976,0,dont worry easy ingredients
2668,0,de looking good only
4220,0,lor lor
6556,1,audio panasonic portable bluetoothhdset motorola free v nokia free x motorola free doublemins and doubletxt orange contract
3156,0,ok
2424,0,lmao fun
7403,1,account free unique entry weekly comp send word daily enter entry now online tc live wwwtextcompcom cust care
2589,0,superior telling friday leave department oursso leave youany way waheed fathima hr conform it
